,Calorie,Cook_time_all,Cuisine,OriginalIngredients,People_made_it,Rating,Ready_time,Review,Serve_size,index,title,Preparation_time,Cook_time,Total_time,Ingredients,Merge_recipes
1375,524.0,"['Prep time: 15 Minutes', 'Cook time: 20 Minutes', 'Ready in 45 Minutes']",Chinese,"['1 1/2 pounds boneless chicken thighs, cut into bite-size pieces', '1 tablespoon soy sauce', '1/2 teaspoon rice vinegar', '2 cloves garlic, finely chopped', '2 teaspoons grated ginger', '1 teaspoon Chinese five-spice powder', '1 teaspoon ground white pepper', '1 teaspoon salt', '1/2 teaspoon cayenne pepper', '1 egg', '1 cup tempura batter mix, or as needed', 'peanut oil for frying', '1 bunch Thai basil, chopped', '2 green onions, chopped', '1 pinch ground white pepper', '1 pinch salt']",26.0,4.5,45 m,4.0,4,,Popcorn Chicken (Taiwanese),15.0,20.0,35.0,  pounds boneless chicken thighs  cut into bite size pieces  tablespoon soy sauce  teaspoon rice vinegar  cloves garlic  finely chopped  teaspoons grated ginger  teaspoon Chinese five spice powder  teaspoon ground white pepper  teaspoon salt  teaspoon cayenne pepper  egg  cup tempura batter mix  or as needed peanut oil for frying  bunch Thai basil  chopped  green onions  chopped  pinch ground white pepper  pinch sa,Asian
1376,540.0,"['Prep time: 20 Minutes', 'Cook time: 1 Hour ', 'Ready in 1 Hour 20 Minutes']",Chinese,"['1/2 cup soy sauce', '1 tablespoon seasoned rice vinegar', '1 tablespoon finely chopped Chinese chives', '1 tablespoon sesame seeds', '1 teaspoon chile-garlic sauce (such as Sriracha(R))', '1 pound ground pork', '3 cloves garlic, minced', '1 egg, beaten', '2 tablespoons finely chopped Chinese chives', '2 tablespoons soy sauce', '1 1/2 tablespoons sesame oil', '1 tablespoon minced fresh ginger', '50 dumpling wrappers', '1 cup vegetable oil for frying', '1 quart water, or more as needed']",449.0,4.721893310546879,1 h 20 m,128.0,5,,Chinese Pork Dumplings,20.0,60.0,80.0, cup soy sauce  tablespoon seasoned rice vinegar  tablespoon finely chopped Chinese chives  tablespoon sesame seeds  teaspoon chile garlic sauce such as SrirachaR  pound ground pork  cloves garlic  minced  egg  beaten  tablespoons finely chopped Chinese chives  tablespoons soy sauce   tablespoons sesame oil  tablespoon minced fresh ginger  dumpling wrappers  cup vegetable oil for frying  quart water  or more as need,Asian
1377,203.0,"['Prep time: 5 Minutes', 'Cook time: 10 Minutes', 'Ready in 15 Minutes']",Chinese,"['3 tablespoons soy sauce', '2 tablespoons rice wine', '1 tablespoon brown sugar', '1/2 teaspoon cornstarch', '1 tablespoon vegetable oil', '1 tablespoon minced fresh ginger root', '1 tablespoon minced garlic', '1 pound beef round steak, cut into thin strips', '8 ounces snow peas']",1000.0,4.30868911743164,15 m,897.0,4,,Asian Beef with Snow Peas,5.0,10.0,15.0, tablespoons soy sauce  tablespoons rice wine  tablespoon brown sugar  teaspoon cornstarch  tablespoon vegetable oil  tablespoon minced fresh ginger root  tablespoon minced garlic  pound beef round steak  cut into thin strips  ounces snow pe,Asian
1378,499.0,"['Prep time: 10 Minutes', 'Cook time: 15 Minutes', 'Ready in 25 Minutes']",Chinese,"['1/4 cup vegetable oil', '1/4 cup cornstarch', '1/2 teaspoon salt', '1/2 teaspoon garlic powder', '1/4 teaspoon Chinese five-spice powder', '2 (4 ounce) chicken breasts, cut into bite-sized pieces', '1/3 cup freshly squeezed orange juice', '1/4 cup water', '1 tablespoon white vinegar', '1 tablespoon coconut aminos (soy-free seasoning sauce)', '1 tablespoon cornstarch', '1 tablespoon sugar', '1 teaspoon grated garlic', '1 teaspoon grated ginger']",13.0,4.0,25 m,0.0,2,,Healthy Instant Pot® Orange Chicken,10.0,15.0,25.0, cup vegetable oil  cup cornstarch  teaspoon salt  teaspoon garlic powder  teaspoon Chinese five spice powder   ounce chicken breasts  cut into bite sized pieces  cup freshly squeezed orange juice  cup water  tablespoon white vinegar  tablespoon coconut aminos soy free seasoning sauce  tablespoon cornstarch  tablespoon sugar  teaspoon grated garlic  teaspoon grated ging,Asian
1379,455.0,"['Prep time: 10 Minutes', 'Cook time: 5 Minutes', 'Ready in 20 Minutes']",Chinese,"['1/4 cup soy sauce', '1/4 cup rice wine vinegar', '1/4 cup Asian (toasted) sesame oil', '2 tablespoons minced garlic', '1 tablespoon minced fresh ginger root', '1 teaspoon cayenne pepper', '1 teaspoon red pepper flakes', '1 pound medium shrimp, peeled and deveined']",32.0,4.58333349227905,20 m,8.0,2,,Grilled Kung Pao Shrimp,10.0,5.0,15.0, cup soy sauce  cup rice wine vinegar  cup Asian toasted sesame oil  tablespoons minced garlic  tablespoon minced fresh ginger root  teaspoon cayenne pepper  teaspoon red pepper flakes  pound medium shrimp  peeled and devein,Asian
1380,169.0,"['Prep time: 1 Hour ', 'Cook time: 20 Minutes', 'Ready in 2 Hours 20 Minutes']",Chinese,"['4 teaspoons vegetable oil', '3 eggs, beaten', '1 medium head cabbage, finely shredded', '1/2 carrot, julienned', '1 (8 ounce) can shredded bamboo shoots', '1 cup dried, shredded wood ear mushroom, rehydrated', '1 pound Chinese barbequed or roasted pork, cut into matchsticks', '2 green onions, thinly sliced', '2 1/2 teaspoons soy sauce', '1 teaspoon salt', '1 teaspoon sugar', '1/2 teaspoon monosodium glutamate (MSG)', '1 (14 ounce) package egg roll wrappers', '1 egg white, beaten', '4 cups oil for frying, or as needed']",258.0,4.62895917892456,2 h 20 m,165.0,20,,Authentic Chinese Egg Rolls (from a Chinese person),1.0,20.0,21.0, teaspoons vegetable oil  eggs  beaten  medium head cabbage  finely shredded  carrot  julienned   ounce can shredded bamboo shoots  cup dried  shredded wood ear mushroom  rehydrated  pound Chinese barbequed or roasted pork  cut into matchsticks  green onions  thinly sliced   teaspoons soy sauce  teaspoon salt  teaspoon sugar  teaspoon monosodium glutamate MSG   ounce package egg roll wrappers  egg white  beaten  cups oil for frying  or as need,Asian
1381,361.0,"['Prep time: 15 Minutes', 'Cook time: 10 Minutes', 'Ready in 25 Minutes']",Chinese,"['1 pound halibut fillet', '1 teaspoon coarse sea salt or kosher salt', '1 tablespoon minced fresh ginger', '3 tablespoons thinly sliced green onion', '1 tablespoon dark soy sauce', '1 tablespoon light soy sauce', '1 tablespoon peanut oil', '2 teaspoons toasted sesame oil', '1/4 cup lightly packed fresh cilantro sprigs']",107.0,4.76923084259033,25 m,73.0,2,,Steamed Fish with Ginger,15.0,10.0,25.0, pound halibut fillet  teaspoon coarse sea salt or kosher salt  tablespoon minced fresh ginger  tablespoons thinly sliced green onion  tablespoon dark soy sauce  tablespoon light soy sauce  tablespoon peanut oil  teaspoons toasted sesame oil  cup lightly packed fresh cilantro spri,Asian
1382,639.0,"['Prep time: 30 Minutes', 'Cook time: 20 Minutes', 'Ready in 1 Hour ']",Chinese,"['1 (8 ounce) can pineapple chunks, drained (juice reserved)', '1/4 cup cornstarch', '1 3/4 cups water, divided', '3/4 cup white sugar', '1/2 cup distilled white vinegar', '2 drops orange food color', '8 skinless, boneless chicken breast halves - cut into 1 inch cubes', '2 1/4 cups self-rising flour', '2 tablespoons vegetable oil', '2 tablespoons cornstarch', '1/2 teaspoon salt', '1/4 teaspoon ground white pepper', '1 egg', '1 1/2 cups water', '1 quart vegetable oil for frying', '2 green bell pepper, cut into 1 inch pieces']",1000.0,4.505358695983889,1 h,925.0,8,,Sweet and Sour Chicken I,30.0,20.0,50.0,  ounce can pineapple chunks  drained juice reserved  cup cornstarch   cups water  divided  cup white sugar  cup distilled white vinegar  drops orange food color  skinless  boneless chicken breast halves   cut into  inch cubes   cups self rising flour  tablespoons vegetable oil  tablespoons cornstarch  teaspoon salt  teaspoon ground white pepper  egg   cups water  quart vegetable oil for frying  green bell pepper  cut into  inch piec,Asian
1383,297.0,"['Prep time: 20 Minutes', 'Cook time: 35 Minutes', 'Ready in 55 Minutes']",Chinese,"['1 (1 1/4 pound) pork tenderloin, trimmed of silver skin', 'salt and ground black pepper', '1/3 cup ketchup', '1/3 cup seasoned rice vinegar', '1 (8 ounce) can pineapple chunks, drained with juice reserved', '2 tablespoons brown sugar', '4 cloves garlic, minced', '2 teaspoons hot chili sauce (such as Sriracha(R))', '1 teaspoon soy sauce', '1 pinch red pepper flakes', '1 tablespoon vegetable oil', '1 teaspoon butter', '1/4 cup chopped green onion (white part only)', '2 tablespoons chopped green onion tops']",476.0,4.5584416389465305,55 m,175.0,4,,Sweet and Sour Pork Tenderloin,20.0,35.0,55.0,   pound pork tenderloin  trimmed of silver skin salt and ground black pepper  cup ketchup  cup seasoned rice vinegar   ounce can pineapple chunks  drained with juice reserved  tablespoons brown sugar  cloves garlic  minced  teaspoons hot chili sauce such as SrirachaR  teaspoon soy sauce  pinch red pepper flakes  tablespoon vegetable oil  teaspoon butter  cup chopped green onion white part only  tablespoons chopped green onion to,Asian
1384,634.0,"['Prep time: 25 Minutes', 'Cook time: 25 Minutes', 'Ready in 50 Minutes']",Chinese,"['4 cups vegetable oil for frying', '1 egg', '1 1/2 pounds boneless, skinless chicken thighs, cut into 1/2 inch cubes', '1 teaspoon salt', '1 teaspoon white sugar', '1 pinch white pepper', '1 cup cornstarch', '2 tablespoons vegetable oil', '3 tablespoons chopped green onion', '1 clove garlic, minced', '6 dried whole red chilies', '1 strip orange zest', '1/2 cup white sugar', '1/4 teaspoon ground ginger', '3 tablespoons chicken broth', '1 tablespoon rice vinegar', '1/4 cup soy sauce', '2 teaspoons sesame oil', '2 tablespoons peanut oil', '2 teaspoons cornstarch', '1/4 cup water']",2000.0,4.749581336975099,50 m,867.0,6,,General Tsao's Chicken II,25.0,25.0,50.0, cups vegetable oil for frying  egg   pounds boneless  skinless chicken thighs  cut into  inch cubes  teaspoon salt  teaspoon white sugar  pinch white pepper  cup cornstarch  tablespoons vegetable oil  tablespoons chopped green onion  clove garlic  minced  dried whole red chilies  strip orange zest  cup white sugar  teaspoon ground ginger  tablespoons chicken broth  tablespoon rice vinegar  cup soy sauce  teaspoons sesame oil  tablespoons peanut oil  teaspoons cornstarch  cup wat,Asian
1385,513.0,"['Prep time: 10 Minutes', 'Cook time: 2 Hours ', 'Ready in 5 Hours 10 Minutes']",Chinese,"['2/3 cup soy sauce', '1/2 cup honey', '1/2 cup Chinese rice wine (or sake or dry sherry)', '1/3 cup hoisin sauce', '1/3 cup ketchup', '1/3 cup brown sugar', '4 cloves garlic, crushed', '1 teaspoon Chinese five-spice powder', '1/2 teaspoon freshly ground black pepper', '1/4 teaspoon cayenne pepper', '1/8 teaspoon pink curing salt (optional)', '1 (3 pound) boneless pork butt (shoulder)', '1 teaspoon kosher salt, or to taste']",126.0,4.803571224212651,5 h 10 m,35.0,6,,Chinese Barbeque Pork (Char Siu),10.0,120.0,130.0, cup soy sauce  cup honey  cup Chinese rice wine or sake or dry sherry  cup hoisin sauce  cup ketchup  cup brown sugar  cloves garlic  crushed  teaspoon Chinese five spice powder  teaspoon freshly ground black pepper  teaspoon cayenne pepper  teaspoon pink curing salt optional   pound boneless pork butt shoulder  teaspoon kosher salt  or to tas,Asian
1386,663.0,"['Prep time: 30 Minutes', 'Cook time: 30 Minutes', 'Ready in 2 Hours ']",Chinese,"['1 pound pork butt, cut into 1 inch cubes', '1 teaspoon salt', '1/4 teaspoon white sugar', '1 teaspoon soy sauce', '1 egg white', '2 green onions, chopped', '1 quart vegetable oil for frying', '1/2 cup cornstarch', '1 tablespoon vegetable oil', '3 stalks celery, cut into 1/2 inch pieces', '1 medium green bell pepper, cut into 1 inch pieces', '1 medium onion, cut into wedges', 'white sugar to taste', 'salt to taste', '1 cup water', '1/4 teaspoon salt', '3/4 cup white sugar', '1/3 cup apple cider vinegar', '1/4 cup ketchup', '1/2 teaspoon soy sauce', '1 (8 ounce) can pineapple chunks, undrained', '2 tablespoons cornstarch', '1/4 cup water']",1000.0,4.70777988433838,2 h,804.0,4,,Sweet and Sour Pork III,30.0,30.0,60.0, pound pork butt  cut into  inch cubes  teaspoon salt  teaspoon white sugar  teaspoon soy sauce  egg white  green onions  chopped  quart vegetable oil for frying  cup cornstarch  tablespoon vegetable oil  stalks celery  cut into  inch pieces  medium green bell pepper  cut into  inch pieces  medium onion  cut into wedges white sugar to taste salt to taste  cup water  teaspoon salt  cup white sugar  cup apple cider vinegar  cup ketchup  teaspoon soy sauce   ounce can pineapple chunks  undrained  tablespoons cornstarch  cup wat,Asian
1387,391.0,"['Prep time: 12 Minutes', 'Cook time: 8 Minutes', 'Ready in 30 Minutes']",Chinese,"['2 teaspoons vegetable oil', '1 tablespoon finely chopped garlic', '1/2 teaspoon grated fresh ginger root', '1/2 cup soy sauce', '1/2 cup water', '2/3 cup dark brown sugar', '1 pound beef flank steak, sliced 1/4 inch thick on the diagonal', '1/4 cup cornstarch', '1 cup vegetable oil for frying', '2 bunches green onions, cut in 2-inch lengths']",1000.0,4.59999990463257,30 m,642.0,4,,Mongolian Beef and Spring Onions,12.0,8.0,20.0, teaspoons vegetable oil  tablespoon finely chopped garlic  teaspoon grated fresh ginger root  cup soy sauce  cup water  cup dark brown sugar  pound beef flank steak  sliced  inch thick on the diagonal  cup cornstarch  cup vegetable oil for frying  bunches green onions  cut in  inch lengt,Asian
1388,524.0,"['Prep time: 15 Minutes', 'Cook time: 20 Minutes', 'Ready in 45 Minutes']",Chinese,"['1 1/2 pounds boneless chicken thighs, cut into bite-size pieces', '1 tablespoon soy sauce', '1/2 teaspoon rice vinegar', '2 cloves garlic, finely chopped', '2 teaspoons grated ginger', '1 teaspoon Chinese five-spice powder', '1 teaspoon ground white pepper', '1 teaspoon salt', '1/2 teaspoon cayenne pepper', '1 egg', '1 cup tempura batter mix, or as needed', 'peanut oil for frying', '1 bunch Thai basil, chopped', '2 green onions, chopped', '1 pinch ground white pepper', '1 pinch salt']",26.0,4.5,45 m,4.0,4,,Popcorn Chicken (Taiwanese),15.0,20.0,35.0,  pounds boneless chicken thighs  cut into bite size pieces  tablespoon soy sauce  teaspoon rice vinegar  cloves garlic  finely chopped  teaspoons grated ginger  teaspoon Chinese five spice powder  teaspoon ground white pepper  teaspoon salt  teaspoon cayenne pepper  egg  cup tempura batter mix  or as needed peanut oil for frying  bunch Thai basil  chopped  green onions  chopped  pinch ground white pepper  pinch sa,Asian
1389,312.0,"['Prep time: 15 Minutes', 'Cook time: 15 Minutes', 'Ready in 30 Minutes']",Chinese,"['1 pound beef top sirloin steak', '1/4 cup soy sauce', '2 tablespoons white sugar', '2 tablespoons cornstarch', '1/2 teaspoon ground ginger', '3 tablespoons vegetable oil, divided', '1 red onion, cut into 1-inch squares', '1 green bell pepper, cut into 1-inch squares', '2 tomatoes, cut into wedges']",2000.0,4.580769062042241,30 m,596.0,4,,Chinese Pepper Steak,15.0,15.0,30.0, pound beef top sirloin steak  cup soy sauce  tablespoons white sugar  tablespoons cornstarch  teaspoon ground ginger  tablespoons vegetable oil  divided  red onion  cut into  inch squares  green bell pepper  cut into  inch squares  tomatoes  cut into wedg,Asian
1390,540.0,"['Prep time: 20 Minutes', 'Cook time: 1 Hour ', 'Ready in 1 Hour 20 Minutes']",Chinese,"['1/2 cup soy sauce', '1 tablespoon seasoned rice vinegar', '1 tablespoon finely chopped Chinese chives', '1 tablespoon sesame seeds', '1 teaspoon chile-garlic sauce (such as Sriracha(R))', '1 pound ground pork', '3 cloves garlic, minced', '1 egg, beaten', '2 tablespoons finely chopped Chinese chives', '2 tablespoons soy sauce', '1 1/2 tablespoons sesame oil', '1 tablespoon minced fresh ginger', '50 dumpling wrappers', '1 cup vegetable oil for frying', '1 quart water, or more as needed']",449.0,4.721893310546879,1 h 20 m,128.0,5,,Chinese Pork Dumplings,20.0,60.0,80.0, cup soy sauce  tablespoon seasoned rice vinegar  tablespoon finely chopped Chinese chives  tablespoon sesame seeds  teaspoon chile garlic sauce such as SrirachaR  pound ground pork  cloves garlic  minced  egg  beaten  tablespoons finely chopped Chinese chives  tablespoons soy sauce   tablespoons sesame oil  tablespoon minced fresh ginger  dumpling wrappers  cup vegetable oil for frying  quart water  or more as need,Asian
1391,169.0,"['Prep time: 1 Hour ', 'Cook time: 20 Minutes', 'Ready in 2 Hours 20 Minutes']",Chinese,"['4 teaspoons vegetable oil', '3 eggs, beaten', '1 medium head cabbage, finely shredded', '1/2 carrot, julienned', '1 (8 ounce) can shredded bamboo shoots', '1 cup dried, shredded wood ear mushroom, rehydrated', '1 pound Chinese barbequed or roasted pork, cut into matchsticks', '2 green onions, thinly sliced', '2 1/2 teaspoons soy sauce', '1 teaspoon salt', '1 teaspoon sugar', '1/2 teaspoon monosodium glutamate (MSG)', '1 (14 ounce) package egg roll wrappers', '1 egg white, beaten', '4 cups oil for frying, or as needed']",258.0,4.62895917892456,2 h 20 m,165.0,20,,Authentic Chinese Egg Rolls (from a Chinese person),1.0,20.0,21.0, teaspoons vegetable oil  eggs  beaten  medium head cabbage  finely shredded  carrot  julienned   ounce can shredded bamboo shoots  cup dried  shredded wood ear mushroom  rehydrated  pound Chinese barbequed or roasted pork  cut into matchsticks  green onions  thinly sliced   teaspoons soy sauce  teaspoon salt  teaspoon sugar  teaspoon monosodium glutamate MSG   ounce package egg roll wrappers  egg white  beaten  cups oil for frying  or as need,Asian
1392,76.0,"['Prep time: 10 Minutes', 'Cook time: 10 Minutes', 'Ready in 20 Minutes']",Chinese,"['4 cups chicken broth, divided', '1/8 teaspoon ground ginger', '2 tablespoons chopped fresh chives', '1/4 teaspoon salt', '1 1/2 tablespoons cornstarch', '2 eggs', '1 egg yolk']",1000.0,4.53118896484375,20 m,767.0,4,,Restaurant Style Egg Drop Soup,10.0,10.0,20.0, cups chicken broth  divided  teaspoon ground ginger  tablespoons chopped fresh chives  teaspoon salt   tablespoons cornstarch  eggs  egg yo,Asian
1393,639.0,"['Prep time: 30 Minutes', 'Cook time: 20 Minutes', 'Ready in 1 Hour ']",Chinese,"['1 (8 ounce) can pineapple chunks, drained (juice reserved)', '1/4 cup cornstarch', '1 3/4 cups water, divided', '3/4 cup white sugar', '1/2 cup distilled white vinegar', '2 drops orange food color', '8 skinless, boneless chicken breast halves - cut into 1 inch cubes', '2 1/4 cups self-rising flour', '2 tablespoons vegetable oil', '2 tablespoons cornstarch', '1/2 teaspoon salt', '1/4 teaspoon ground white pepper', '1 egg', '1 1/2 cups water', '1 quart vegetable oil for frying', '2 green bell pepper, cut into 1 inch pieces']",1000.0,4.505358695983889,1 h,925.0,8,,Sweet and Sour Chicken I,30.0,20.0,50.0,  ounce can pineapple chunks  drained juice reserved  cup cornstarch   cups water  divided  cup white sugar  cup distilled white vinegar  drops orange food color  skinless  boneless chicken breast halves   cut into  inch cubes   cups self rising flour  tablespoons vegetable oil  tablespoons cornstarch  teaspoon salt  teaspoon ground white pepper  egg   cups water  quart vegetable oil for frying  green bell pepper  cut into  inch piec,Asian
1394,605.0,"['Prep time: 15 Minutes', 'Cook time: 15 Minutes', 'Ready in 30 Minutes']",Chinese,"['1 cup water', '2/3 cup white sugar', '1/2 cup walnuts', '4 egg whites', '2/3 cup mochiko (glutinous rice flour)', '1/4 cup mayonnaise', '1 pound large shrimp, peeled and deveined', '2 tablespoons honey', '1 tablespoon canned sweetened condensed milk', '1 cup vegetable oil for frying']",762.0,4.51262140274048,30 m,390.0,4,,Honey Walnut Shrimp,15.0,15.0,30.0, cup water  cup white sugar  cup walnuts  egg whites  cup mochiko glutinous rice flour  cup mayonnaise  pound large shrimp  peeled and deveined  tablespoons honey  tablespoon canned sweetened condensed milk  cup vegetable oil for fryi,Asian
1395,297.0,"['Prep time: 20 Minutes', 'Cook time: 35 Minutes', 'Ready in 55 Minutes']",Chinese,"['1 (1 1/4 pound) pork tenderloin, trimmed of silver skin', 'salt and ground black pepper', '1/3 cup ketchup', '1/3 cup seasoned rice vinegar', '1 (8 ounce) can pineapple chunks, drained with juice reserved', '2 tablespoons brown sugar', '4 cloves garlic, minced', '2 teaspoons hot chili sauce (such as Sriracha(R))', '1 teaspoon soy sauce', '1 pinch red pepper flakes', '1 tablespoon vegetable oil', '1 teaspoon butter', '1/4 cup chopped green onion (white part only)', '2 tablespoons chopped green onion tops']",476.0,4.5584416389465305,55 m,175.0,4,,Sweet and Sour Pork Tenderloin,20.0,35.0,55.0,   pound pork tenderloin  trimmed of silver skin salt and ground black pepper  cup ketchup  cup seasoned rice vinegar   ounce can pineapple chunks  drained with juice reserved  tablespoons brown sugar  cloves garlic  minced  teaspoons hot chili sauce such as SrirachaR  teaspoon soy sauce  pinch red pepper flakes  tablespoon vegetable oil  teaspoon butter  cup chopped green onion white part only  tablespoons chopped green onion to,Asian
1396,145.0,"['Prep time: 30 Minutes', 'Cook time: 5 Minutes', 'Ready in 1 Hour 15 Minutes']",Chinese,"['1/2 pound boneless pork loin, coarsely chopped', '2 ounces peeled shrimp, finely chopped', '1 teaspoon brown sugar', '1 tablespoon Chinese rice wine', '1 tablespoon light soy sauce', '1 teaspoon finely chopped green onion', '1 teaspoon chopped fresh ginger root', '24 (3.5 inch square) wonton wrappers', '3 cups chicken stock', '1/8 cup finely chopped green onion']",712.0,4.48999977111816,1 h 15 m,282.0,8,,Wonton Soup,30.0,5.0,35.0, pound boneless pork loin  coarsely chopped  ounces peeled shrimp  finely chopped  teaspoon brown sugar  tablespoon Chinese rice wine  tablespoon light soy sauce  teaspoon finely chopped green onion  teaspoon chopped fresh ginger root   inch square wonton wrappers  cups chicken stock  cup finely chopped green oni,Asian
1397,142.0,"['Prep time: 10 Minutes', 'Cook time: 10 Minutes', 'Ready in 20 Minutes']",Chinese,"['4 tablespoons water', '2 tablespoons ketchup', '1 tablespoon soy sauce', '2 teaspoons cornstarch', '1 teaspoon honey', '1/2 teaspoon crushed red pepper', '1/4 teaspoon ground ginger', '1 tablespoon vegetable oil', '1/4 cup sliced green onions', '4 cloves garlic, minced', '12 ounces cooked shrimp, tails removed']",3000.0,4.431926250457759,20 m,2000.0,4,,Szechwan Shrimp,10.0,10.0,20.0, tablespoons water  tablespoons ketchup  tablespoon soy sauce  teaspoons cornstarch  teaspoon honey  teaspoon crushed red pepper  teaspoon ground ginger  tablespoon vegetable oil  cup sliced green onions  cloves garlic  minced  ounces cooked shrimp  tails remov,Asian
1398,,,Chinese,[],0.0,,NA,0.0,NA,,Restaurant Style Beef and Broccoli,0.0,0.0,0.0,,Asian
1399,112.0,"['Prep time: 5 Minutes', 'Cook time: 5 Minutes', 'Ready in 10 Minutes']",Chinese,"['1 cup chicken broth', '1/4 teaspoon soy sauce', '1/4 teaspoon sesame oil', '1 teaspoon cornstarch (optional)', '2 teaspoons water (optional)', '1 egg, beaten', '1 drop yellow food coloring (optional)', '1 teaspoon chopped fresh chives', '1/8 teaspoon salt (optional)', '1/2 teaspoon ground white pepper (optional)']",1000.0,4.4438776969909695,10 m,470.0,1,,Egg Drop Soup (Better than Restaurant Quality!),5.0,5.0,10.0, cup chicken broth  teaspoon soy sauce  teaspoon sesame oil  teaspoon cornstarch optional  teaspoons water optional  egg  beaten  drop yellow food coloring optional  teaspoon chopped fresh chives  teaspoon salt optional  teaspoon ground white pepper optiona,Asian
1400,438.0,"['Prep time: 25 Minutes', 'Cook time: 5 Minutes', 'Ready in 1 Hour ']",Chinese,"['1 pound ground pork', '4 cloves minced garlic', '1/2 cup finely chopped green onions', '3 tablespoons very finely minced fresh ginger', '2 tablespoons soy sauce', '1 teaspoon soy sauce', '1 teaspoon sesame oil', '1 pinch cayenne pepper', '1 1/2 cups finely chopped green cabbage', '2 1/2 cups all-purpose flour', '3/4 teaspoon kosher salt', '1 cup hot water, about 130 -150 F (55-65 C)', '1/4 cup seasoned rice vinegar', '1/4 cup soy sauce', '6 tablespoons vegetable oil for frying, or as needed - divided', '8 tablespoons water for steaming, divided']",92.0,4.660714149475099,1 h,35.0,6,,Perfect Pot Stickers,25.0,5.0,30.0, pound ground pork  cloves minced garlic  cup finely chopped green onions  tablespoons very finely minced fresh ginger  tablespoons soy sauce  teaspoon soy sauce  teaspoon sesame oil  pinch cayenne pepper   cups finely chopped green cabbage   cups all purpose flour  teaspoon kosher salt  cup hot water  about    F   C  cup seasoned rice vinegar  cup soy sauce  tablespoons vegetable oil for frying  or as needed   divided  tablespoons water for steaming  divid,Asian
1401,255.0,"['Prep time: 5 Minutes', 'Cook time: 10 Minutes', 'Ready in 15 Minutes']",Chinese,"['1 egg', '1 tablespoon water', '1 tablespoon butter', '1 tablespoon vegetable oil', '1 onion, chopped', '2 cups cooked white rice, cold', '2 tablespoons soy sauce', '1 teaspoon ground black pepper', '1 cup cooked, chopped chicken meat']",4000.0,4.39233732223511,15 m,1000.0,4,,Chinese Chicken Fried Rice II,5.0,10.0,15.0, egg  tablespoon water  tablespoon butter  tablespoon vegetable oil  onion  chopped  cups cooked white rice  cold  tablespoons soy sauce  teaspoon ground black pepper  cup cooked  chopped chicken me,Asian
1402,75.0,"['Prep time: 15 Minutes', 'Cook time: 30 Minutes', 'Ready in 45 Minutes']",Chinese,"['7 large carrots, peeled and cut in half lengthwise', '2 tablespoons vegetable oil', '1/2 teaspoon Chinese five-spice powder', 'salt to taste']",156.0,4.536231994628911,45 m,57.0,6,,Chef John's Five-Spice Carrots ,15.0,30.0,45.0, large carrots  peeled and cut in half lengthwise  tablespoons vegetable oil  teaspoon Chinese five spice powder salt to tas,Asian
1403,411.0,"['Prep time: 50 Minutes', 'Cook time: 12 Minutes', 'Ready in 1 Hour 2 Minutes']",Chinese,"['1 pound raw shrimp, peeled and deveined', '4 pounds ground beef', '1 tablespoon minced fresh ginger root', '1 shallot, minced', '1 bunch green onions, chopped', '3 leaves napa cabbage, chopped', '2 tablespoons soy sauce', '1 teaspoon Asian (toasted) sesame oil', 'salt and white pepper to taste', '1 pinch white sugar', '1 (10 ounce) package round gyoza/potsticker wrappers', 'vegetable oil', '1/4 cup water']",212.0,4.4883723258972195,1 h 2 m,61.0,12,,Potstickers (Chinese Dumplings),50.0,12.0,62.0, pound raw shrimp  peeled and deveined  pounds ground beef  tablespoon minced fresh ginger root  shallot  minced  bunch green onions  chopped  leaves napa cabbage  chopped  tablespoons soy sauce  teaspoon Asian toasted sesame oil salt and white pepper to taste  pinch white sugar   ounce package round gyozapotsticker wrappers vegetable oil  cup wat,Asian
1404,218.0,"['Prep time: 10 Minutes', 'Cook time: 20 Minutes', 'Ready in 30 Minutes']",Chinese,"['1 cup all-purpose flour', '1 cup cornmeal', '1/4 cup turbinado sugar', '1 tablespoon baking powder', '1 teaspoon salt', '1 cup sweetened, plain soy milk', '1/3 cup vegetable oil', '1/4 cup soft silken tofu']",64.0,4.800000190734861,30 m,35.0,9,,Vegan Corn Bread,10.0,20.0,30.0, cup all purpose flour  cup cornmeal  cup turbinado sugar  tablespoon baking powder  teaspoon salt  cup sweetened  plain soy milk  cup vegetable oil  cup soft silken to,Asian
1405,381.0,"['Prep time: 30 Minutes', 'Cook time: 2 Hours 30 Minutes', 'Ready in 11 Hours ']",Chinese,"['1 (12 ounce) package dry black beans, soaked overnight', '1 1/2 cups chopped onion, divided', '1/2 cup green onions, chopped', '1 clove garlic, chopped', '2 smoked ham hocks', '8 ounces diced ham', '1/2 pound thickly sliced bacon, diced', '1 tablespoon olive oil', '2 bay leaves, crushed', '1/8 teaspoon ground coriander', 'salt and pepper to taste', '1/2 cup chopped fresh cilantro (optional)', '1/4 cup chopped fresh parsley (optional)']",72.0,4.41666650772095,11 h,28.0,8,,Feijoada (Brazilian Black Bean Stew),30.0,150.0,180.0,  ounce package dry black beans  soaked overnight   cups chopped onion  divided  cup green onions  chopped  clove garlic  chopped  smoked ham hocks  ounces diced ham  pound thickly sliced bacon  diced  tablespoon olive oil  bay leaves  crushed  teaspoon ground coriander salt and pepper to taste  cup chopped fresh cilantro optional  cup chopped fresh parsley optiona,Asian
